RESULT
[0.15785775510499092, 0.14531876589925807, 0.15806581279889387, 0.0908871057322219, 0.10388929921407301, 0.045142024400807064]	[0, 0, 0, 0, 0, 1]
[0.21742914843623082, 0.15571338579373048, 0.1089670250775401, 0.12374105526066739, 0.09965170407282938, 0.041701658671709996]	[0, 0, 0, 0, 0, 1]
[0.2802993244892678, 0.12089782442804914, 0.1289829590290174, 0.11445092959259344, 0.10620948296542683, 0.04950401146527748]	[0, 0, 1, 0, 0, 0]
[0.214302578370173, 0.13870467680799498, 0.16471749168822014, 0.0917575612895087, 0.1019830686925544, 0.04893191264680529]	[0, 0, 0, 1, 0, 0]
[0.1979815019176386, 0.13298959894002058, 0.1519045264043225, 0.11726179226412711, 0.1321975216463962, 0.05610640360629563]	[0, 0, 0, 0, 1, 0]
[0.1767584333737917, 0.16881213541262327, 0.10590608243763838, 0.1014421841926845, 0.105088398191072, 0.038657390887673206]	[0, 0, 0, 0, 1, 0]
[0.641733167236145, 0.12801039175961704, 0.11446836542437352, 0.09691731421099856, 0.03175396586655167, 0.032192652472337165]	[0, 0, 0, 1, 0, 0]
[0.6527456331287215, 0.10900249308877123, 0.08481476036737697, 0.1268304529827197, 0.04838939626872509, 0.037591044306177455]	[0, 0, 0, 1, 0, 0]
[0.6169054233048209, 0.1286789796627076, 0.07972911853911836, 0.1141210860101912, 0.04261733056028604, 0.032129300952478776]	[0, 0, 0, 1, 0, 0]
[0.49466298661942637, 0.09546532955503556, 0.2376012730873492, 0.05602207756047321, 0.03295205101576641, 0.036568948794953614]	[0, 0, 1, 0, 0, 0]
[0.6314579434374636, 0.06998311547783574, 0.19830458841714957, 0.05856394046082903, 0.04159607130439976, 0.04445146883061251]	[0, 0, 1, 0, 0, 0]
[0.49470860392150334, 0.07149492387460182, 0.1374898768898895, 0.0772065942265751, 0.08121860419445322, 0.04869986379685117]	[1, 0, 0, 0, 0, 0]
[0.11222787054734178, 0.17412971801191937, 0.18515455121501254, 0.099473247471456, 0.11201351823363873, 0.046140279599114285]	[0, 0, 0, 1, 0, 0]
[0.09265196785666045, 0.18127802497029305, 0.17290367796866715, 0.07825298820489371, 0.10331301079683558, 0.039145344966681525]	[0, 1, 0, 0, 0, 0]
[0.11188866951643323, 0.18021312014128468, 0.13697261278911727, 0.12541679612781478, 0.144786583995133, 0.049387955790935516]	[0, 1, 0, 0, 0, 0]
[0.49012866945946293, 0.06838234266580998, 0.15713648969406166, 0.044915570733267775, 0.06329351620163251, 0.04184668427323536]	[1, 0, 0, 0, 0, 0]
[0.38262249692269584, 0.07855690496679747, 0.1061228006757381, 0.05121752958620528, 0.08994786212917381, 0.04058117610502808]	[1, 0, 0, 0, 0, 0]
[0.26775466214779886, 0.06676718770736148, 0.10797401096022415, 0.07192068663985597, 0.18826340834859592, 0.05748725658210635]	[1, 0, 0, 0, 0, 0]
[0.06305288086378039, 0.15162364723222593, 0.13379842447824092, 0.08694291129398557, 0.18465502761754626, 0.04752472424981625]	[1, 0, 0, 0, 0, 0]
[0.2782433852488147, 0.1254063461299035, 0.15290111540010268, 0.06096694859490488, 0.06113570364611195, 0.03615202493711981]	[1, 0, 0, 0, 0, 0]
[0.4118731959042847, 0.10714213869700862, 0.23825727637135463, 0.04420547578194751, 0.032038777627381575, 0.0341301173017037]	[1, 0, 0, 0, 0, 0]
[0.35791498203061267, 0.10960037076457681, 0.10305241095676673, 0.07091643667061918, 0.08790236760434038, 0.04237196870265801]	[0, 0, 0, 0, 1, 0]
[0.16165356744761006, 0.12935799735313994, 0.10620820285443223, 0.09003635531684626, 0.16244394922700586, 0.05187301023232426]	[0, 0, 0, 0, 1, 0]
[0.33556969803029146, 0.12140383937604768, 0.09994179417926553, 0.08177578839085367, 0.09076570243664983, 0.04212462840500372]	[0, 0, 0, 0, 1, 0]
[0.13347806756071645, 0.17444522742271207, 0.0805442075467209, 0.11285641926436575, 0.16360717641484185, 0.04576478740229138]	[0, 0, 0, 0, 1, 0]
[0.18575853463342995, 0.1431502191913652, 0.0894899752320654, 0.09823460606243804, 0.12985538788406545, 0.0441455007101045]	[0, 0, 0, 0, 1, 0]
[0.19598779756651147, 0.14731982104966834, 0.0738785975368474, 0.11718811426616571, 0.1492098466527269, 0.045498284860193396]	[0, 0, 0, 0, 1, 0]
[0.2315454154892847, 0.1884464840238417, 0.11448672916948176, 0.10333326756962924, 0.07746163443641294, 0.0381838514525061]	[0, 0, 0, 1, 0, 0]
[0.12158568970194307, 0.15701007524756763, 0.09555479448032465, 0.14034415398836772, 0.2231058540834482, 0.059420488134097234]	[0, 0, 0, 1, 0, 0]
[0.15024878019391244, 0.18019904068811346, 0.10120056589511946, 0.11804017859473193, 0.1439874976832142, 0.04796137495567284]	[0, 0, 0, 1, 0, 0]
[0.6812763591550809, 0.10167494030042257, 0.29202775261296365, 0.04346169174917298, 0.01687703096129679, 0.03436524697421025]	[0, 0, 1, 0, 0, 0]
[0.40936758822000463, 0.14853504074844978, 0.26124086562571397, 0.04353431097188914, 0.02505127186413116, 0.03159019913110055]	[0, 0, 1, 0, 0, 0]
[0.54770305863995, 0.12404346451181307, 0.27561983382173155, 0.0408533911807629, 0.020014505378583812, 0.03256555737905907]	[0, 0, 1, 0, 0, 0]
[0.1877279568960627, 0.19330795350553526, 0.11562988616307857, 0.08069875800914238, 0.07213455533006598, 0.03413218050511503]	[0, 1, 0, 0, 0, 0]
[0.17152928538875503, 0.2031138875345866, 0.12398177974466594, 0.07603150269011176, 0.07083812270818028, 0.03377597645269837]	[0, 1, 0, 0, 0, 0]
[0.1271174383544831, 0.2166649455430072, 0.08066535136140289, 0.09887879620483409, 0.10979229953037048, 0.035026492765728126]	[0, 1, 0, 0, 0, 0]
[0.5260579356903372, 0.15907820601762082, 0.08447108107386471, 0.06959517778689882, 0.03177632808426074, 0.02442385529004793]	[1, 0, 0, 0, 0, 0]
[0.7749624553204366, 0.08653145352168187, 0.1404791682586943, 0.05204068792155355, 0.02149518820455891, 0.03116023509059393]	[1, 0, 0, 0, 0, 0]
[0.5658789087824216, 0.14175123114216556, 0.10791264811030322, 0.06667544413485392, 0.030441399461574776, 0.027748705787065436]	[1, 0, 0, 0, 0, 0]
[0.5649223197000007, 0.141167786710908, 0.13248827170576527, 0.06359162660080264, 0.029453235603898186, 0.030902848279591184]	[1, 0, 0, 0, 0, 0]
[0.4804970223333339, 0.15506052199348722, 0.12711943021071695, 0.05883222458517099, 0.03044557537328114, 0.02850035848801704]	[1, 0, 0, 0, 0, 0]
[0.3775860488100022, 0.16564220900842205, 0.10446884669840549, 0.07165442274668869, 0.04590531192313091, 0.031143897291501035]	[1, 0, 0, 0, 0, 0]
[0.020415181140467815, 0.22341376468796298, 0.042598940836909474, 0.11295379294469708, 0.397088479919913, 0.04006330492446574]	[0, 0, 0, 0, 1, 0]
[0.019252889999445324, 0.22268910984524665, 0.0323474667284624, 0.1282295218493143, 0.4531213851406077, 0.04173243995547456]	[0, 0, 0, 0, 1, 0]
[0.010209238050124253, 0.22281123400361322, 0.0445326447751835, 0.15370107596584823, 0.57449215159473, 0.05420667535247242]	[0, 0, 0, 0, 1, 0]
[0.01535810160833046, 0.21359257250090494, 0.020337636318840287, 0.19865608425123082, 0.6533449585066566, 0.052743930891070066]	[0, 0, 0, 0, 1, 0]
[0.013547493748591074, 0.2471104770967931, 0.01706409530184321, 0.21309694630719433, 0.6495362557596064, 0.050874967249008106]	[0, 0, 0, 0, 1, 0]
[0.00793940157608077, 0.24965646403121416, 0.02184091660385158, 0.20495568305465325, 0.7120835134639133, 0.05656271368040617]	[0, 0, 0, 0, 1, 0]
[0.010241433424565016, 0.2472576684504714, 0.021428696570419944, 0.21158565995845482, 0.6800384539038455, 0.055407067556913686]	[0, 0, 0, 0, 1, 0]
[0.07484004270004348, 0.24024202862997351, 0.04413062106318565, 0.11497913745809576, 0.1756809291036618, 0.030753646814999015]	[0, 0, 0, 0, 1, 0]
[0.05998561845437571, 0.27014050424964653, 0.05158035845212916, 0.15152489035926645, 0.21419317752416528, 0.037710081759424634]	[0, 0, 0, 1, 0, 0]
[0.04393519502606367, 0.2801203215180959, 0.05799924937970124, 0.15252276727974887, 0.23545523303840424, 0.040261852613529776]	[0, 0, 0, 1, 0, 0]
[0.2273934600562981, 0.13803648894672016, 0.21746949673589536, 0.056674069118014356, 0.05316466309770334, 0.03718641204532601]	[0, 0, 1, 0, 0, 0]
[0.11161258279097251, 0.14437285072597336, 0.44633955061194996, 0.05162371144208903, 0.055600671311051286, 0.04669474454883321]	[0, 0, 1, 0, 0, 0]
[0.10802292794170018, 0.1461917997287681, 0.11729695937648278, 0.10397809765463722, 0.16882498705713272, 0.048275214044325505]	[0, 0, 1, 0, 0, 0]
[0.021707741319985954, 0.2951451079563545, 0.024616049482811674, 0.18863558682550194, 0.4101977454901081, 0.0364079847558625]	[0, 1, 0, 0, 0, 0]
[0.027913586655050067, 0.3190954589318225, 0.04071223061683651, 0.12095777757146593, 0.2416589246524205, 0.0291670568992076]	[0, 1, 0, 0, 0, 0]
[0.05677931431228353, 0.2559709409126333, 0.02934499162962444, 0.1539010016837843, 0.26033221906426657, 0.03377267315380046]	[0, 1, 0, 0, 0, 0]
[0.07523305111937868, 0.16832732850329418, 0.08055692772242118, 0.11174509076238195, 0.23489787454758193, 0.0464352378136435]	[1, 0, 0, 0, 0, 0]
[0.1946282098744507, 0.14360549121903612, 0.07294879911952186, 0.09621425048500236, 0.13583615558709447, 0.03898692772386015]	[1, 0, 0, 0, 0, 0]
[0.1602995941183873, 0.13227245565236495, 0.07358945607738807, 0.10095205816473533, 0.172004906061861, 0.04427995707336156]	[1, 0, 0, 0, 0, 0]
[0.09641657862664103, 0.1765206490779498, 0.11159205462494963, 0.08278582573361895, 0.1263154569227835, 0.03608237948711022]	[0, 0, 1, 0, 0, 0]
[0.06345574109141276, 0.19829966143335523, 0.13983336040460378, 0.07739531872519187, 0.12027773519694072, 0.03576716906373496]	[0, 1, 0, 0, 0, 0]
[0.07266836531777486, 0.20095588994127414, 0.07693990768725237, 0.09743980743528188, 0.16464589588392475, 0.03468626864644033]	[0, 0, 1, 0, 0, 0]
[0.39049461526694, 0.1910306220865033, 0.06979409100079062, 0.07537916319668689, 0.046192874925150736, 0.025822507212137465]	[0, 1, 0, 0, 0, 0]
[0.37836497262711244, 0.20907683949153763, 0.03839131655840053, 0.09337733616952762, 0.0604268951418065, 0.02394637290721175]	[0, 1, 0, 0, 0, 0]
[0.5220287824995447, 0.17509220737291245, 0.04734902107031157, 0.09066295503784695, 0.04410379276072819, 0.024784292732373085]	[0, 1, 0, 0, 0, 0]
[0.8084626958740576, 0.09665426895009245, 0.06822499391986415, 0.08023665649503381, 0.031981896662463746, 0.031872399855101194]	[0, 0, 0, 0, 1, 0]
[0.6014834539683649, 0.13546008092455336, 0.045733607129354155, 0.1014073899716664, 0.05590068834525494, 0.029405898241813312]	[0, 0, 0, 0, 1, 0]
[0.6534130842946616, 0.1336266723007173, 0.043295390966080094, 0.08894014477993484, 0.04282706387537569, 0.025635250991882477]	[0, 0, 0, 0, 1, 0]
[0.8098471206347133, 0.1649420497884225, 0.03490474003657476, 0.0710329877622869, 0.016723781948961763, 0.016343835984830496]	[0, 0, 0, 1, 0, 0]
Accuracy: 12.676056338
True Positives: 9
False Postives: 11
False Negatives: 51
Precision: 0.45
Recall: 0.15
