RESULT
[0.0005432199269865109, 0.004692850175390524, 0.006565744815310436, 0.0030918422832172322, 0.9570962141435625, 0.02231334413132569]	[0, 0, 0, 0, 1, 0]
[0.0002344490406165584, 0.0006314923077995743, 0.019917189469081123, 0.0044047200354588945, 0.988923723696441, 0.03095929166245504]	[0, 0, 0, 0, 1, 0]
[0.0021740603898613084, 0.00949574595340708, 0.029115521933829838, 0.001041969662189388, 0.7358112580774618, 0.04482476217664712]	[0, 0, 0, 0, 1, 0]
[0.06184801859310113, 0.09207614354032323, 0.087164751398088, 3.82109843285935e-05, 0.09070184119179278, 0.1771405978700202]	[0, 1, 0, 0, 0, 0]
[0.039307896996642666, 0.021301805372591284, 0.808523641881163, 4.9414259354983716e-05, 0.010658620920637194, 0.21520522823693702]	[0, 0, 0, 0, 0, 1]
[0.004790980410473246, 0.21130976573182775, 0.7318231331741676, 8.699991735910326e-05, 0.005151317723271288, 0.15926972716553078]	[0, 1, 0, 0, 0, 0]
[0.034435864568691237, 0.015255531743038933, 0.7280657689796023, 0.00011451917595234699, 0.01847340341521623, 0.15451612426536798]	[0, 0, 1, 0, 0, 0]
[0.007605180767303978, 0.07138134476013605, 0.8588521352130092, 0.3861212961781288, 0.0001542655804107532, 0.002817692848440638]	[0, 0, 0, 1, 0, 0]
[0.04035399277021493, 0.05561108608088649, 0.7436584920395095, 0.31645497284578383, 0.000191632607284387, 0.0030401034704737183]	[0, 0, 0, 1, 0, 0]
[0.05811847150922954, 0.0845460002718777, 0.5440436456012507, 0.42487168479172127, 0.00016482938646002884, 0.0020240980479585627]	[0, 0, 0, 1, 0, 0]
[0.5961448499493331, 0.007164085703727942, 0.060646665492210615, 0.2586339201567822, 0.004214478180419784, 0.002498100624166161]	[1, 0, 0, 0, 0, 0]
[0.512162446926631, 0.0011650672110296982, 0.26785414785344547, 0.0402083077000905, 0.020105424630587274, 0.012224546438971695]	[1, 0, 0, 0, 0, 0]
[0.00023046480635483348, 0.6514734389477517, 0.030006200722977452, 0.14138028734777214, 0.02536312762726331, 0.004511755290196751]	[0, 1, 0, 0, 0, 0]
[8.189466859415073e-05, 0.5343978623377773, 0.1540572442673315, 0.164807377980856, 0.013620130846607226, 0.005540343881013973]	[0, 1, 0, 0, 0, 0]
[0.761467956005024, 0.015136225670410935, 0.062261973952859075, 0.4367604731080331, 0.0008661844029521738, 0.0014461907084629478]	[0, 1, 0, 0, 0, 0]
[0.02610224819663318, 0.013036614117913304, 0.9501522951587899, 0.13175441638337076, 0.00020031745987195116, 0.006610974237904194]	[0, 0, 1, 0, 0, 0]
[0.007843353368648108, 0.007190680274885206, 0.9862274408487461, 0.0395404497079588, 0.0003664986843674897, 0.01440946051996718]	[0, 0, 1, 0, 0, 0]
[0.02617618214697394, 0.004481214616013259, 0.9780310760783975, 0.03801319285517255, 0.00041553381708383494, 0.013386384534287287]	[0, 0, 1, 0, 0, 0]
[2.6516930047098202e-05, 0.004561245616021207, 0.17602488599144794, 0.9354590512461334, 0.12329379251203694, 0.0006494564524789897]	[0, 0, 0, 1, 0, 0]
[1.8961926706690152e-05, 0.0034049984465464272, 0.15073810992893227, 0.9703577949758977, 0.1285376928894024, 0.0003938553954589661]	[0, 0, 0, 1, 0, 0]
[4.243222346941616e-05, 0.005194151980633709, 0.12229780894188351, 0.9688831131359392, 0.07953470209315645, 0.0003746589454301444]	[0, 0, 0, 1, 0, 0]
[8.145605784344575e-05, 0.002694995219987239, 0.2661860290702377, 0.3763974539573651, 0.33363167412459493, 0.004086468254129028]	[0, 0, 0, 0, 1, 0]
[3.6727837828093906e-05, 0.010246273218038756, 0.13193799876078807, 0.6439447506394971, 0.2411562295782823, 0.002098337919918814]	[0, 0, 0, 0, 1, 0]
[2.5956409483313407e-05, 0.00462162645012909, 0.07452122306052929, 0.8077729046173144, 0.4323075774459812, 0.001170602537414577]	[0, 0, 0, 1, 0, 0]
[0.00015800248735187657, 0.005092588503868669, 0.9426900634711456, 0.14093115427139852, 0.01237645504783219, 0.009841577910186122]	[0, 0, 1, 0, 0, 0]
[0.0001358054020700087, 0.002168369527722859, 0.9236535834822501, 0.13618516448625054, 0.0316908794364497, 0.009560702876955037]	[0, 0, 1, 0, 0, 0]
[0.00028559507301169107, 0.003690299771647817, 0.7895398804480369, 0.15867992607067183, 0.04087267050598433, 0.00834738302510305]	[0, 0, 1, 0, 0, 0]
[0.6613842237662314, 0.02535791484456481, 0.16411793366595406, 0.020944438648601203, 0.001051663687554563, 0.006587137363537571]	[1, 0, 0, 0, 0, 0]
[0.9388760963021744, 0.008566746448764422, 0.041187292422540656, 0.041854996116609304, 0.0037832412955466996, 0.005068115046837817]	[1, 0, 0, 0, 0, 0]
[0.898605967213655, 0.01670703066087402, 0.08431434210119708, 0.0034654905970012834, 0.005362986375520302, 0.01974092259783865]	[1, 0, 0, 0, 0, 0]
[0.8174225218764297, 0.017347914078946924, 0.042343493448125075, 0.04500821130965693, 0.003822389604048687, 0.005494465864283004]	[1, 0, 0, 0, 0, 0]
[0.7706571431893209, 0.013500643121418502, 0.06278142476980907, 0.23024753419169203, 0.0013963445553324238, 0.0021619711779108635]	[1, 0, 0, 0, 0, 0]
[0.883250235045573, 0.006668658803712716, 0.05692442761247503, 0.046084031235132446, 0.004853220273166119, 0.005210303751401266]	[1, 0, 0, 0, 0, 0]
[0.09656322832915991, 0.349026993803823, 0.034155846071332624, 0.013357964556898316, 0.004484388458640083, 0.009433814217061378]	[0, 1, 0, 0, 0, 0]
[0.07989771676958059, 0.12659260989222343, 0.32957668204813, 0.003243703704954341, 0.002252915928699763, 0.022616028607260988]	[0, 1, 0, 0, 0, 0]
[0.15905431108896542, 0.11244578280673459, 0.14675863501583775, 0.004128253114729348, 0.004092337921759265, 0.018949236958123335]	[0, 1, 0, 0, 0, 0]
[0.014681678477201103, 0.007854723756296604, 0.9923432731321139, 0.00449952844396139, 0.00014624933778419383, 0.024488813187432328]	[0, 0, 1, 0, 0, 0]
[0.022694222148714492, 0.005126489019480747, 0.9892339619209848, 0.0022568455698238803, 0.0003565747242945159, 0.03652910860985585]	[0, 0, 1, 0, 0, 0]
[0.040475541642936264, 0.007369878637202391, 0.9678787633221062, 0.0068580231813318215, 0.00044779284149673755, 0.02359157674263804]	[0, 0, 1, 0, 0, 0]
[0.586162406267206, 0.002465781146774578, 0.013145364378201569, 0.27819116866125704, 0.056832811696723065, 0.00246436428907398]	[1, 0, 0, 0, 0, 0]
[0.44889680528010034, 0.005260177520967916, 0.005097481494593941, 0.5145995441359015, 0.04198666697223413, 0.0011271573451003178]	[0, 0, 0, 1, 0, 0]
[0.012447424830782665, 0.0019135244520837246, 0.002147835401745944, 0.5550371721118755, 0.7283603136068384, 0.0012047719097960053]	[0, 0, 0, 0, 1, 0]
[0.21270813598592408, 0.015913748809644444, 0.00047130608943548176, 0.10993301911884217, 0.5492077186610363, 0.003112692503374094]	[0, 0, 0, 0, 1, 0]
[0.0028543520051401215, 0.016868993019888045, 0.0007957694580137699, 0.2783143138104687, 0.8647938992066527, 0.002379681072773454]	[0, 0, 0, 0, 1, 0]
[0.01033300484797213, 0.03487296911943519, 0.8755378318716497, 0.001351478102845146, 0.0031477526543680742, 0.050529738731627916]	[0, 0, 0, 0, 0, 1]
[0.012102013924866317, 0.05498218819264834, 0.569817784373349, 0.0032772041367492427, 0.007792046473502919, 0.032187030794299944]	[0, 0, 1, 0, 0, 0]
[0.012290817852114902, 0.0205105821542822, 0.9147096336977941, 0.0021167192621588888, 0.0021844523309226603, 0.04050161027697482]	[0, 0, 1, 0, 0, 0]
[0.8352685433177528, 0.014382105188848195, 0.2970357236442006, 0.0016215720770744182, 0.0006524728526667113, 0.019236238166643025]	[1, 0, 0, 0, 0, 0]
[0.9526819599376474, 0.00729738372080656, 0.25507121467543675, 0.0008049392132467959, 0.0011439457813275137, 0.03176459825844015]	[1, 0, 0, 0, 0, 0]
[0.9821776633623931, 0.0039201676340323765, 0.17995785383897397, 0.0024359026942004595, 0.0008332846336285368, 0.016162890717161305]	[1, 0, 0, 0, 0, 0]
[0.9989537128736662, 0.0017224531347547994, 0.03280949354666873, 0.0010393239956415176, 0.0029979712704072624, 0.019377103664637955]	[1, 0, 0, 0, 0, 0]
[0.99732469840399, 0.0006758171315972072, 0.11668996072239236, 0.0008985163333680621, 0.0032122813667595173, 0.025390941156035036]	[1, 0, 0, 0, 0, 0]
[0.9991772332852998, 0.0008629431185067959, 0.03840588110134709, 0.002193139243968388, 0.002656479973236226, 0.013600164058262924]	[1, 0, 0, 0, 0, 0]
[0.015550059771234881, 0.9004276188064583, 0.0016581096902516994, 0.01285093498869609, 0.004152695795442009, 0.003613283053866556]	[0, 1, 0, 0, 0, 0]
[0.004948949470063262, 0.7306895544757379, 0.014142133715830856, 0.0007161677803492565, 0.02289617273179382, 0.031051185857702664]	[0, 1, 0, 0, 0, 0]
[0.04565851895695633, 0.2571920633362383, 0.009309746942431094, 0.003265302544956902, 0.015461288246779687, 0.010950321106739993]	[0, 1, 0, 0, 0, 0]
[0.06349596137409137, 0.0036334491660334326, 0.9969076115100751, 0.005712851544924809, 1.935164635144271e-05, 0.020131314544658316]	[0, 0, 1, 0, 0, 0]
[0.0400497321071926, 0.0041672018419193066, 0.9883612637818762, 0.01274903336889991, 7.203391710209275e-05, 0.01374275225862621]	[0, 0, 1, 0, 0, 0]
[0.001513416492405171, 0.0011620327317105926, 0.998011800164665, 0.00023944329854323992, 0.0049230410600289345, 0.20633839259682812]	[0, 0, 1, 0, 0, 0]
[0.13146572421390149, 0.0002538349535938199, 0.0006040386867041374, 0.26540797916040204, 0.8262733067282507, 0.0010756101419578698]	[0, 0, 0, 1, 0, 0]
[0.00991026514760567, 0.0004452509150911954, 0.005578166674806366, 0.4392748378717443, 0.5243867887259899, 0.0009713700552919593]	[0, 0, 0, 0, 1, 0]
[0.0005002819635079984, 0.00024712458727921505, 0.015874513858254207, 0.14868223326683416, 0.9002467544452969, 0.0030773451587569087]	[0, 0, 0, 0, 1, 0]
[0.0015886708199235235, 0.004919611348988599, 0.006764758313756216, 0.00214823069899622, 0.9306216870189963, 0.028451538784536115]	[0, 0, 0, 0, 1, 0]
[0.0031955443593936744, 0.2857579034804803, 0.0037077958157107223, 3.8762725446269814e-05, 0.7798636221487242, 0.16874417191938526]	[0, 0, 0, 0, 1, 0]
[0.0001643934283110087, 0.025340198607830187, 0.00026893252445186306, 0.0005473329425793952, 0.9985767023048258, 0.04994384273495336]	[0, 0, 0, 0, 1, 0]
[0.06790753671858676, 0.021405816958446497, 0.11383335817032719, 4.724504655336755e-05, 0.17936830127950587, 0.1844446933180095]	[0, 0, 0, 0, 0, 1]
[0.048358035489616175, 0.0007977593010690286, 0.7954249987215182, 9.470543503130061e-05, 0.17301832985802695, 0.2460172610102491]	[0, 0, 1, 0, 0, 0]
[0.03786888074811611, 0.012101434968364, 0.8313735510655976, 2.7775335619808882e-05, 0.018844964847736165, 0.2897155112960579]	[0, 0, 0, 0, 0, 1]
[0.2664402485402598, 0.07217630256166721, 0.15837487765814162, 0.06306094476584635, 0.0006229625304390524, 0.0037846184913355196]	[1, 0, 0, 0, 0, 0]
[0.07301391758739771, 0.12151654739160679, 0.3385599560904931, 0.017350212891633167, 0.0007975294490901964, 0.008800204061248533]	[0, 1, 0, 0, 0, 0]
[0.03250962303370676, 0.031450328043528236, 0.6165468542071161, 0.009090597733243383, 0.0024364156795149824, 0.016399922510935024]	[0, 1, 0, 0, 0, 0]
[0.4724930788420906, 0.005583302483057523, 0.05839696090269348, 0.01197664260751667, 0.03296375468470603, 0.011770934910033374]	[1, 0, 0, 0, 0, 0]
[0.7841922359064923, 0.009832601037025069, 0.04311656126264996, 0.015286048671801212, 0.007832724745160977, 0.008095540635191863]	[1, 0, 0, 0, 0, 0]
[0.8352774801256253, 0.0035998948609263794, 0.017689414639975583, 0.016829762150627904, 0.042359972151877916, 0.008389066239820586]	[1, 0, 0, 0, 0, 0]
[0.007581876563662463, 0.8666413191458172, 0.0019039678464872283, 0.15060563950748995, 0.004334157286005339, 0.001405559269244391]	[0, 1, 0, 0, 0, 0]
[0.0030467603087141804, 0.7365264314450793, 0.001752207361392805, 0.28299355865591896, 0.013099949104971162, 0.0011280518158963105]	[0, 1, 0, 0, 0, 0]
[0.005682873819685456, 0.6659020549617037, 0.0029068146837625966, 0.022407854589684802, 0.030289823292206836, 0.0045432146195629065]	[0, 1, 0, 0, 0, 0]
[0.1300149088100458, 0.04782192230438816, 0.598894742039927, 0.04758763605998738, 0.00028668125237233034, 0.00611669101105444]	[0, 0, 1, 0, 0, 0]
[0.46790042803604015, 0.017728254899109643, 0.45645151215712254, 0.045086742333294516, 0.0005310076254668026, 0.006431604398441129]	[0, 0, 1, 0, 0, 0]
[0.003871037650140432, 0.01808770791663609, 0.9646687402167309, 0.023506061899258836, 0.0007760154739184308, 0.016686198484858476]	[0, 0, 1, 0, 0, 0]
[0.007955270430554036, 0.07543377259231138, 0.004655485044324949, 0.7998009392274488, 0.017235061415565214, 0.0003811812382709492]	[0, 0, 0, 1, 0, 0]
[0.039673826254521656, 0.13174934276560027, 0.0017811040360554886, 0.8159853725453873, 0.006948025065644024, 0.0002569351449473927]	[0, 0, 0, 1, 0, 0]
[0.03953484529212841, 0.04808627056160546, 0.0015927539231699575, 0.8056970774469001, 0.021620110649331663, 0.00028717144009300237]	[0, 0, 0, 1, 0, 0]
[0.023776643924558628, 0.010749478266876717, 0.005050283764003203, 0.08838860999676118, 0.35724147173398785, 0.004021393708546107]	[0, 0, 0, 0, 1, 0]
[0.008141347817215067, 0.0017719867904918616, 0.0011982374835258437, 0.2274728160151503, 0.9144668507528936, 0.0026258666157133424]	[0, 0, 0, 0, 1, 0]
[0.11558531856622822, 0.0023625534126029443, 0.003241198184030161, 0.17011500749202346, 0.5384138126137383, 0.003589033911228259]	[0, 0, 0, 0, 1, 0]
[0.008102466174870116, 0.41469738592160144, 0.005786565571405064, 0.08676729612880452, 0.016614533377047904, 0.0026834759452230342]	[0, 1, 0, 0, 0, 0]
[0.006951524473823642, 0.2580100187465107, 0.003737192005247545, 0.03361260396873897, 0.08138649065014424, 0.004447890022232564]	[0, 1, 0, 0, 0, 0]
[0.01497914859528645, 0.575784702429111, 0.01748839885254576, 0.011400329970888095, 0.006432007502409923, 0.007513387078829131]	[0, 1, 0, 0, 0, 0]
[0.027073519522673662, 0.08039099409211616, 0.3315034835005649, 0.02432931824592407, 0.004095430885785203, 0.008505847779245028]	[0, 0, 1, 0, 0, 0]
[0.0016512669164242123, 0.04775689114662827, 0.8879879817271216, 0.010361828231168982, 0.0035673437936455297, 0.019495455612249937]	[0, 1, 0, 0, 0, 0]
[0.028402689555566404, 0.022600965396667273, 0.6299393315073303, 0.004037636646257518, 0.01021247418126652, 0.02704490931720044]	[0, 0, 1, 0, 0, 0]
[0.8720628934572422, 0.0012050795083719172, 0.05515451070975493, 0.01437094441344491, 0.05352054673242304, 0.011287501593063935]	[1, 0, 0, 0, 0, 0]
[0.9362104973404217, 0.0025448015810441245, 0.043754525168286, 0.019667263796544883, 0.015116309305250217, 0.0071760561023035754]	[1, 0, 0, 0, 0, 0]
[0.542976531237328, 0.003761867149502179, 0.03675548893230193, 0.028144189068248084, 0.05331885610302684, 0.007087035744819096]	[1, 0, 0, 0, 0, 0]
[0.009395721015793121, 0.10236910668232524, 0.001504819052742621, 0.36797003460026223, 0.09990779331256773, 0.0008128194162987482]	[0, 1, 0, 0, 0, 0]
[0.00461207077426697, 0.9375657490807294, 0.0014360456022655386, 0.03781965927944503, 0.008158162885425443, 0.002219924260162448]	[0, 1, 0, 0, 0, 0]
[0.0021576046993186547, 0.5725968497393146, 0.0005922833255309743, 0.08401033191559312, 0.1861791108155833, 0.0019378469299152327]	[0, 1, 0, 0, 0, 0]
[0.029756151937162714, 0.003671969930750476, 0.8989471244700561, 0.002576202576714602, 0.012373120340202524, 0.045405366250497105]	[0, 0, 1, 0, 0, 0]
[0.003462957299723012, 0.008412786306678268, 0.9989029207446399, 0.0037277658441313096, 0.00011119776897213682, 0.0451560766005405]	[0, 0, 1, 0, 0, 0]
[0.026584689771982552, 0.005870658743101729, 0.9894023712244902, 0.0030194443672610194, 0.00040380193343750873, 0.034656990866915136]	[0, 0, 1, 0, 0, 0]
[0.006444073716189938, 0.06284309262971369, 0.006480205587380346, 0.8900361520443032, 0.021840131580605274, 0.00030611567998075874]	[0, 0, 0, 1, 0, 0]
[0.005394195037604132, 0.0378632886168773, 0.010352180562031028, 0.8906608667956587, 0.029291357030001512, 0.0003444868862253901]	[0, 0, 0, 1, 0, 0]
[0.0014112569891593088, 0.04128375978597009, 0.014688324477495004, 0.1788099651903193, 0.24021574238158305, 0.002522522029098013]	[0, 0, 0, 0, 1, 0]
[0.002546163584608093, 0.004298978210852498, 0.00013053952933855502, 0.04181485261729629, 0.9941396764377785, 0.003743820949743917]	[0, 0, 0, 0, 1, 0]
[0.001000042042926649, 0.014067527577423555, 0.00016204582545393002, 0.022443772484780092, 0.992830903187057, 0.005571399622544187]	[0, 0, 0, 0, 1, 0]
[0.0033901251782520723, 0.012766628919864772, 8.461146444915383e-05, 0.01752614666180209, 0.9940820342719869, 0.005898623259826407]	[0, 0, 0, 0, 1, 0]
[0.007784285847222264, 0.0019138495787917082, 0.00029075072388684244, 0.030166092359480815, 0.9882860709167193, 0.0043946341028664095]	[0, 0, 0, 0, 1, 0]
[0.005655543441829855, 0.015304779012046873, 0.008688397334154063, 0.0011431956763107197, 0.9167126132084202, 0.03771563093125204]	[0, 0, 0, 0, 1, 0]
[0.019989669835108876, 0.014901599073981382, 0.004161932739610041, 0.002310768441824382, 0.8438595441058945, 0.02059483316952366]	[0, 0, 0, 0, 1, 0]
[0.0023407844136082985, 0.06041715083039841, 0.06924973981490999, 0.000853182538169503, 0.4748682309032657, 0.04746613146748986]	[0, 0, 0, 0, 1, 0]
